year,month,day,radiation_short,radiation_long,temp
1984,1,1,2.98,5,-4.32
1984,1,2,2.67,5.86,-1.83
1984,1,3,2.14,6.09,-2.14
1984,1,4,3.14,4.69,-7.25
1984,1,5,3.22,4.67,-10.3
1984,1,6,2.63,5.1,-10.32
1984,1,7,3.08,4.88,-7.42
1984,1,8,3.31,4.72,-5.52
1984,1,9,2.79,5.4,-3.05
1984,1,10,3.32,6.09,-1.6
1984,1,11,3.1,5.22,-5.4
1984,1,12,3.18,5.22,-4.72
1984,1,13,3.24,5.36,-3.58
1984,1,14,3.22,5.5,-2.95
1984,1,15,1.88,6.22,-4.74
1984,1,16,3.18,4.63,-11.11
1984,1,17,3.17,5.06,-10.4
1984,1,18,1.8,5.62,-9.31
1984,1,19,3.28,5.19,-7.23
1984,1,20,2.94,5.21,-7.97
1984,1,21,3.22,5.58,-5.62
1984,1,22,3.4,5.49,-7.93
1984,1,23,3.71,5.1,-7.72
1984,1,24,3.57,4.99,-6.3
1984,1,25,3.7,4.74,-8.95
1984,1,26,3.84,4.63,-11.17
1984,1,27,3.83,4.61,-11.06
1984,1,28,3.79,4.79,-11.16
1984,1,29,3.86,4.87,-8.6
1984,1,30,2.72,5.88,-4.63
1984,1,31,3.48,5.02,-3.64
1984,2,1,3.73,4.7,-4.09
1984,2,2,3.74,5.29,-8.7
1984,2,3,3.73,5.53,-11.66
1984,2,4,2.72,5.26,-7.07
1984,2,5,3.11,6.11,-5.92
1984,2,6,4.01,5,-12.31
1984,2,7,4.01,4.65,-12.71
1984,2,8,4,4.64,-11.18
1984,2,9,4.2,4.57,-10.62
1984,2,10,3.7,5.76,-6.74
1984,2,11,2.79,6.49,-0.2
1984,2,12,1.71,6.45,0.08
1984,2,13,4.14,5.51,-2.28
1984,2,14,4.38,5.56,-2.64
1984,2,15,3.72,5.35,-5.01
1984,2,16,4.19,5.89,-4.45
1984,2,17,3.28,6.14,-2.38
1984,2,18,4.55,4.87,-3.35
1984,2,19,4.46,5.58,-2.29
1984,2,20,4.66,5.1,-1.85
1984,2,21,4.45,5.67,0.25
1984,2,22,1.21,6.43,1.93
1984,2,23,2.27,7.25,2.3
1984,2,24,2.84,6.51,2.07
1984,2,25,1.48,7.31,2.51
1984,2,26,3.81,6.34,-0.28
1984,2,27,4.99,4.92,-4.41
1984,2,28,4.17,5.78,-4.09
1984,2,29,5.17,5.36,-5.14
1984,3,1,4.24,5.66,-3.93
1984,3,2,4.14,5.66,-2.46
1984,3,3,4.47,5.4,-3.68
1984,3,4,4.67,5.25,-4.77
1984,3,5,4.2,5.73,-3.95
1984,3,6,4.49,5.52,-1.87
1984,3,7,4.46,5.51,-2.3
1984,3,8,5.19,5.18,-1
1984,3,9,4.88,5.91,1.27
1984,3,10,5.23,5.38,-1.48
1984,3,11,5.24,5.09,-0.37
1984,3,12,4.41,6.16,2.04
1984,3,13,3.07,6.34,0.65
1984,3,14,3.18,7.14,2.25
1984,3,15,1.97,6.43,1.83
1984,3,16,3.87,6.72,2.63
1984,3,17,5.64,4.92,0.59
1984,3,18,4.55,5.71,2.1
1984,3,19,2.36,6.95,1.75
1984,3,20,5.66,5.73,2.06
1984,3,21,4.56,6.6,0.09
1984,3,22,4.22,6.76,0.66
1984,3,23,5.23,6.13,4.2
1984,3,24,4.59,6.88,3.51
1984,3,25,5.88,6.42,2.99
1984,3,26,6.22,6.1,3.13
1984,3,27,4.96,6.8,3.78
1984,3,28,6.49,6.25,4.26
1984,3,29,5.63,6.73,7.04
1984,3,30,5.83,7.1,10.85
1984,3,31,1.86,8.09,4.48
1984,4,1,3.25,7.75,4.77
1984,4,2,5.64,6.9,4.34
1984,4,3,2.03,7.47,8.19
1984,4,4,1.6,7.99,9.9
1984,4,5,2.44,8.05,9.67
1984,4,6,6.72,6.53,3.19
1984,4,7,6.81,6.42,4.86
1984,4,8,6.52,6.44,4.14
1984,4,9,1.89,7.58,6.29
1984,4,10,5.12,7.89,8.6
1984,4,11,6.7,6.96,9.47
1984,4,12,5.62,7.55,8.74
1984,4,13,7.07,7.08,11.12
1984,4,14,6.28,7.05,9.66
1984,4,15,5.08,8.4,12.91
1984,4,16,5.81,8.06,15.08
1984,4,17,5.34,8.04,16.56
1984,4,18,1.09,7.95,9.24
1984,4,19,2.52,7.71,4.41
1984,4,20,5.84,7.37,5.3
1984,4,21,5.6,7.69,7.75
1984,4,22,7.43,6.86,10.22
1984,4,23,7.44,6.6,11.17
1984,4,24,6.84,7.52,14.52
1984,4,25,3.72,8.39,13.73
1984,4,26,3.44,8.91,13.97
1984,4,27,6.94,7.62,14.86
1984,4,28,4.21,8.51,14.57
1984,4,29,1.79,8.78,13.16
1984,4,30,5.24,7.6,12.29
1984,5,1,5.57,8.08,9.92
1984,5,2,6.92,7.67,10.87
1984,5,3,6.06,7.87,12.8
1984,5,4,3.75,8.49,13.55
1984,5,5,4.64,8.09,13.43
1984,5,6,7.58,7.45,15.12
1984,5,7,7.46,7.17,16.11
1984,5,8,7.45,7.45,17.98
1984,5,9,5.57,8.35,17.26
1984,5,10,7.54,7.76,17.27
1984,5,11,6.88,7.88,17.67
1984,5,12,6.06,9.39,18.63
1984,5,13,1.61,8.72,16.49
1984,5,14,7.02,8.08,13.63
1984,5,15,5.54,8.67,14.9
1984,5,16,3.73,8.05,12.27
1984,5,17,5.16,8.15,14.38
1984,5,18,7.05,7.93,15.98
1984,5,19,7.59,7.78,14.86
1984,5,20,8.22,7.21,14.36
1984,5,21,5.04,8.02,13.41
1984,5,22,8.27,7.71,14.61
1984,5,23,7.32,8.5,15.49
1984,5,24,5.16,8.76,17.89
1984,5,25,4.33,8.66,17.78
1984,5,26,7.02,8.69,18.62
1984,5,27,6.83,8.85,20.05
1984,5,28,2.82,9.03,19.5
1984,5,29,7.71,8.39,20.43
1984,5,30,4.82,9.03,20.65
1984,5,31,8.2,9.09,21.81
1984,6,1,4.92,9.14,22.06
1984,6,2,4.92,9.46,21.4
1984,6,3,7,9.12,22.06
1984,6,4,6.24,8.81,21.25
1984,6,5,2.87,9.56,22.18
1984,6,6,2.05,9.6,22.39
1984,6,7,1.47,9.05,19.49
1984,6,8,7.77,8.27,19.88
1984,6,9,1.66,9.25,17.52
1984,6,10,7.34,9.16,18.58
1984,6,11,7.67,8.56,22.07
1984,6,12,7.71,8.61,22.97
1984,6,13,7.79,9.11,22.5
1984,6,14,6.49,9.04,20.25
1984,6,15,3.35,9.69,20.77
1984,6,16,1.89,9.8,21.2
1984,6,17,4.3,10.03,22.03
1984,6,18,3.54,10.09,22.57
1984,6,19,3.39,9.97,22.41
1984,6,20,6.47,9.74,20.2
1984,6,21,3.26,9.81,19.96
1984,6,22,1.73,9.75,20.44
1984,6,23,4.07,9.86,19.85
1984,6,24,4.8,9.64,19.4
1984,6,25,1.97,9.91,21.77
1984,6,26,3.16,10.03,22.73
1984,6,27,6.79,9.82,21.53
1984,6,28,1.78,10.06,20.34
1984,6,29,7.57,9.81,22.63
1984,6,30,7.99,9.89,23.7
1984,7,1,6.39,9.87,24.09
1984,7,2,5.1,10.18,26.1
1984,7,3,6.59,10.19,26.79
1984,7,4,3.05,10.42,24.43
1984,7,5,1.67,10.17,22.95
1984,7,6,2.94,10.36,23.94
1984,7,7,1.86,10.09,23.5
1984,7,8,2.74,10.4,25.32
1984,7,9,3.92,10.51,25.02
1984,7,10,1.61,10.02,21.72
1984,7,11,1.73,9.89,19.97
1984,7,12,1.62,9.86,20.04
1984,7,13,6.74,10.18,24.25
1984,7,14,7.42,9.95,23.65
1984,7,15,5.32,10.16,25.2
1984,7,16,7.14,9.96,24.81
1984,7,17,5.82,9.7,22.83
1984,7,18,3.8,9.99,22.45
1984,7,19,3.61,9.9,21.45
1984,7,20,4.17,9.99,22.49
1984,7,21,2.32,9.98,21.58
1984,7,22,0.74,9.92,22.64
1984,7,23,0.77,10.24,25.01
1984,7,24,0.71,10.48,24.85
1984,7,25,0.68,10.3,24.93
1984,7,26,1.92,10.26,25.23
1984,7,27,5.74,10.28,25.85
1984,7,28,0.77,10.35,25.79
1984,7,29,1.48,10.53,24.45
1984,7,30,1.54,10.44,24.99
1984,7,31,3.33,10.52,25.19
1984,8,1,6.71,10.25,25.01
1984,8,2,4.28,10.41,25.14
1984,8,3,4.92,10.33,25.82
1984,8,4,7,10.01,26.48
1984,8,5,5.64,10.24,26.81
1984,8,6,6.18,10.07,26.45
1984,8,7,6.31,10.32,26.16
1984,8,8,6.01,10.36,26.93
1984,8,9,7.13,10.31,27.96
1984,8,10,7.22,10.12,28.75
1984,8,11,7.03,9.93,28.46
1984,8,12,7.33,9.89,27.67
1984,8,13,6.21,10.06,27.04
1984,8,14,3.21,10.22,26.03
1984,8,15,4.9,10.27,24.75
1984,8,16,4.1,10.18,23.78
1984,8,17,3.73,10.31,25.07
1984,8,18,6.07,10.04,25.76
1984,8,19,5.09,10.36,25.79
1984,8,20,2.4,10.31,25.66
1984,8,21,1.12,10.39,25.29
1984,8,22,6.22,9.98,24.53
1984,8,23,6.84,9.57,22.95
1984,8,24,1.47,10.28,24.13
1984,8,25,4.31,10.33,25.14
1984,8,26,1.47,10.13,23.83
1984,8,27,1.18,10.45,24.36
1984,8,28,4.44,10.3,26.04
1984,8,29,6.36,9.95,25.69
1984,8,30,4.99,10.05,25.16
1984,8,31,2.23,10.36,24.17
1984,9,1,2.68,10.48,25
1984,9,2,2.5,10.45,24.5
1984,9,3,1.49,9.92,22.77
1984,9,4,1.87,10,19.41
1984,9,5,4.23,9.71,20.51
1984,9,6,4.04,9.93,20.42
1984,9,7,2.21,10.02,20.24
1984,9,8,2.88,9.73,22.25
1984,9,9,1.92,10.1,20.94
1984,9,10,2.14,9.65,16.26
1984,9,11,2.24,9.43,16.12
1984,9,12,5.37,9.58,17.64
1984,9,13,5.29,9.3,18.49
1984,9,14,5.41,8.88,18.27
1984,9,15,4.99,9.37,19.2
1984,9,16,5.18,9.57,19.61
1984,9,17,3.66,9.43,18.56
1984,9,18,5.4,9.04,19.1
1984,9,19,3.25,9.69,18.31
1984,9,20,4.51,9.22,18.24
1984,9,21,4.39,9.14,18.37
1984,9,22,5.36,8.51,17.55
1984,9,23,4.74,8.49,18.35
1984,9,24,5.57,8.69,18.23
1984,9,25,2.99,8.69,16.46
1984,9,26,5.29,8.13,14.59
1984,9,27,2.79,8.72,15.11
1984,9,28,4.39,8.72,17.04
1984,9,29,2.1,8.78,18.24
1984,9,30,5.55,8.16,16.49
1984,10,1,2.88,9.1,18.21
1984,10,2,0.83,9.11,17.99
1984,10,3,2.29,8.8,15.26
1984,10,4,4.99,7.95,10.89
1984,10,5,4.78,7.31,9.8
1984,10,6,5.09,7.52,11.19
1984,10,7,4.22,7.56,11.07
1984,10,8,5.04,7.22,11.33
1984,10,9,5.23,7.44,12.37
1984,10,10,5.27,7.3,12.36
1984,10,11,4.58,7.58,12.93
1984,10,12,4.03,8.15,14.05
1984,10,13,4.2,8.16,13.06
1984,10,14,4.58,7.67,13.15
1984,10,15,4.36,7.92,12.2
1984,10,16,3,8.07,12.34
1984,10,17,4.21,7.43,13.09
1984,10,18,4.32,7.22,10.49
1984,10,19,3.74,7.33,11.56
1984,10,20,3.44,8.12,8.42
1984,10,21,4.57,7.31,3.56
1984,10,22,4.12,7.45,8.23
1984,10,23,3.79,7.94,12.64
1984,10,24,2.6,8.32,11.3
1984,10,25,4.03,7.67,12.44
1984,10,26,3.79,7.57,13.42
1984,10,27,3.13,7.53,11.18
1984,10,28,3.65,7.79,6.13
1984,10,29,3.94,7.49,4.05
1984,10,30,3.9,7.33,2.7
1984,10,31,3.22,7.7,4.78
1984,11,1,2.7,7.8,8.32
1984,11,2,3.74,7.36,3.42
1984,11,3,4.16,6.68,5.84
1984,11,4,4.08,6.67,8.28
1984,11,5,3.83,7.2,10.43
1984,11,6,3.74,7.4,12.3
1984,11,7,2.9,7.88,13.39
1984,11,8,3.65,7.98,12.82
1984,11,9,3.59,7.63,9.8
1984,11,10,0.72,8.13,9.84
1984,11,11,2.19,8.07,10.49
1984,11,12,3.43,6.92,4.51
1984,11,13,2.61,7.41,2.89
1984,11,14,3.24,7.72,7.02
1984,11,15,2.21,7.18,7.59
1984,11,16,3.77,6.62,9.57
1984,11,17,3.45,6.98,7.39
1984,11,18,3.78,6.65,9.01
1984,11,19,2.08,8.01,6.06
1984,11,20,2.71,7.7,2.98
1984,11,21,2.97,7.17,1.93
1984,11,22,3.4,6.46,4.03
1984,11,23,3.53,6.9,6.27
1984,11,24,3.04,6.66,5.84
1984,11,25,2.78,6.93,4.43
1984,11,26,3.38,6.64,4.09
1984,11,27,3.37,6.33,-0.65
1984,11,28,3.37,6.21,-2.46
1984,11,29,3.32,5.77,0.66
1984,11,30,3.27,5.86,3.9
1984,12,1,2.51,7.3,3.59
1984,12,2,3.26,5.68,-0.42
1984,12,3,3.2,5.61,1.84
1984,12,4,3.09,6.1,5.15
1984,12,5,2.14,7.23,-0.35
1984,12,6,2.18,7,-0.79
1984,12,7,3.16,5.77,1.87
1984,12,8,3.04,5.99,2.59
1984,12,9,2.39,6.92,5.21
1984,12,10,1.25,7.82,9.2
1984,12,11,2.83,6.83,6.32
1984,12,12,2.56,6.15,4.07
1984,12,13,1.46,7.46,4.74
1984,12,14,1.05,7.54,4.36
1984,12,15,2.57,7.14,2.63
1984,12,16,1.06,7.36,3.1
1984,12,17,2.7,5.87,-0.3
1984,12,18,2.36,6.35,-2.86
1984,12,19,2.77,6.73,-3.62
1984,12,20,2.68,5.88,-1.97
1984,12,21,1.09,6.05,-2.52
1984,12,22,1.66,5.76,-7.64
1984,12,23,2.32,5.62,-8.03
1984,12,24,2.87,5.01,-11.21
1984,12,25,2.77,5.22,-10.01
1984,12,26,2.09,6.11,-5.16
1984,12,27,2.58,5.88,-6.78
1984,12,28,1.86,5.62,-9.47
1984,12,29,3.02,4.97,-11.49
1984,12,30,2.62,5.19,-8.74
1984,12,31,2.97,5.05,-5.47
1985,1,1,3.02,5,-5.03
1985,1,2,2.38,6.47,-2.09
1985,1,3,2.87,5.55,-1.82
1985,1,4,3.12,5.24,-5.69
1985,1,5,2.82,5.73,-8.31
1985,1,6,3.05,5.45,-7.72
1985,1,7,2.32,5.65,-9.19
1985,1,8,2.56,5.19,-9.02
1985,1,9,3.09,5.37,-6.12
1985,1,10,2.94,5.2,-5.55
1985,1,11,3.12,4.94,-6.31
1985,1,12,2.53,6.33,-4.77
1985,1,13,2.27,6.41,-10.44
1985,1,14,3.07,5.57,-13.34
1985,1,15,3.24,6.12,-6.52
1985,1,16,3.09,5.62,-10.63
1985,1,17,2.94,6.17,-10.5
1985,1,18,2.96,6.03,-5.85
1985,1,19,1.46,6.58,-1.26
1985,1,20,3.25,5.76,-3.49
1985,1,21,3.4,5.66,-3.52
1985,1,22,3.31,6.24,-0.68
1985,1,23,3.38,5.36,-3.35
1985,1,24,3.28,4.92,-5.37
1985,1,25,3.55,4.58,-7.42
1985,1,26,3.63,4.78,-3.32
1985,1,27,2.6,6.48,-1.35
1985,1,28,3.79,4.75,-7.91
1985,1,29,2.15,5.41,-11.56
1985,1,30,3.74,4.71,-12.77
1985,1,31,3.71,5.04,-7.09
1985,2,1,3.64,5.86,-1.08
1985,2,2,3.96,5.49,-0.88
1985,2,3,3.91,6,0.18
1985,2,4,2.37,5.69,-1.27
1985,2,5,2.28,7.05,2.39
1985,2,6,3.37,6.65,2.53
1985,2,7,4.27,6.21,1.69
1985,2,8,1.7,6.98,3.59
1985,2,9,1.81,7.22,3.05
1985,2,10,2.18,7.3,-0.14
1985,2,11,3.9,6.2,-0.01
1985,2,12,3.87,6.32,0.38
1985,2,13,3.46,6.24,-2.21
1985,2,14,4.42,5.35,-2.84
1985,2,15,3.28,7.12,0.04
1985,2,16,3.5,6.53,0.53
1985,2,17,4.72,5.44,-1.43
1985,2,18,1.52,6.53,0.27
1985,2,19,2.56,6.91,1.74
1985,2,20,4.02,6.12,-2.25
1985,2,21,3.68,5.81,-6.64
1985,2,22,4.91,5.38,-7.78
1985,2,23,4.47,5.73,-7.93
1985,2,24,5.21,5.34,-7.81
1985,2,25,3.79,5.76,-4.35
1985,2,26,2.85,5.77,-1.69
1985,2,27,1.96,6.79,1.32
1985,2,28,2.42,7.38,2.28
1985,3,1,3.13,6.85,3.98
1985,3,2,0.83,6.47,2.08
1985,3,3,4.08,6.53,1.67
1985,3,4,4.04,6.62,0.81
1985,3,5,4.59,5.74,-0.54
1985,3,6,4.12,5.87,-1.47
1985,3,7,1.92,6.28,0.64
1985,3,8,1.18,7,3.34
1985,3,9,4.71,6.01,-1.52
1985,3,10,4.47,5.87,-1.91
1985,3,11,3.26,6.27,-0.44
1985,3,12,5.36,5.79,-0.01
1985,3,13,3.06,6.41,1.66
1985,3,14,4.62,5.88,1.87
1985,3,15,2.84,6.42,1.75
1985,3,16,3.47,6.69,3.42
1985,3,17,4.56,6.64,4.79
1985,3,18,3.88,6.83,4.72
1985,3,19,4.06,7.2,5.78
1985,3,20,4.42,7.22,5.11
1985,3,21,5.72,5.73,6.06
1985,3,22,4.6,7.29,5.37
1985,3,23,5.17,7.19,5.63
1985,3,24,6.2,5.9,5.31
1985,3,25,1.16,7.57,8.14
1985,3,26,6.1,6.76,6.05
1985,3,27,2.69,7.59,6.58
1985,3,28,6.25,6.1,5.38
1985,3,29,5.94,6.4,2.63
1985,3,30,6.42,5.7,0.72
1985,3,31,7,5.43,1.15
1985,4,1,6.27,5.91,4.35
1985,4,2,4.68,7.31,6.31
1985,4,3,0.87,8.23,9.18
1985,4,4,5.91,7.19,6.21
1985,4,5,7.31,6.78,4.51
1985,4,6,3.19,7.76,6.44
1985,4,7,5.33,7.36,10.54
1985,4,8,7.01,6.74,12.99
1985,4,9,7.52,6.82,14.43
1985,4,10,3.63,7.79,10.18
1985,4,11,1.43,7.61,7.49
1985,4,12,3.51,7.92,6.08
1985,4,13,7.43,6.59,7.63
1985,4,14,2.93,8.09,7.58
1985,4,15,7.41,6.94,10.62
1985,4,16,5.83,8.3,10.95
1985,4,17,4.51,8.09,9.51
1985,4,18,6.84,6.85,9.06
1985,4,19,2.07,8.31,10.21
1985,4,20,7.73,6.74,10.92
1985,4,21,7.46,7.18,13.08
1985,4,22,6.3,8.02,14.05
1985,4,23,5.33,7.43,11
1985,4,24,7.68,6.8,9.83
1985,4,25,6.82,7.34,12.37
1985,4,26,2.93,8.93,12.46
1985,4,27,7.74,7.68,9.09
1985,4,28,7.68,7.82,10.34
1985,4,29,7.64,7.3,12.83
1985,4,30,6.85,7.32,14.71
1985,5,1,5.71,8.31,16.05
1985,5,2,7.35,7.42,17.65
1985,5,3,5.14,7.97,16.25
1985,5,4,3.62,9.09,16.57
1985,5,5,2.11,9.21,17.64
1985,5,6,1.74,9.4,14.95
1985,5,7,3.54,8.78,12.95
1985,5,8,7.1,7.97,14.43
1985,5,9,6.99,8.21,15.43
1985,5,10,7.09,7.65,15.55
1985,5,11,7.36,7.84,18.09
1985,5,12,5.86,8.71,18.35
1985,5,13,1.56,9.05,17.94
1985,5,14,4.24,8.97,13.55
1985,5,15,3.38,8.44,11.75
1985,5,16,7.94,7.54,15.32
1985,5,17,7.68,7.89,18.7
1985,5,18,2.89,8.93,15.8
1985,5,19,2.41,9.59,18.23
1985,5,20,5.28,9.36,16.5
1985,5,21,4.91,8.53,14.29
1985,5,22,7.99,7.77,14.99
1985,5,23,4.79,8.18,14.78
1985,5,24,4.55,9.04,16.55
1985,5,25,7.8,7.88,17.3
1985,5,26,7.21,8.19,16.12
1985,5,27,4.04,8.89,16.79
1985,5,28,6.79,8.71,16.58
1985,5,29,7.71,8.02,13.7
1985,5,30,5.39,8.61,13.14
1985,5,31,6.71,8.66,15.24
1985,6,1,6,9.01,17.24
1985,6,2,5.21,9.37,18.07
1985,6,3,7.52,8.51,19.39
1985,6,4,7.61,8.86,18.38
1985,6,5,8.3,7.75,19.58
1985,6,6,7.35,8.15,19.37
1985,6,7,1.63,8.32,16.28
1985,6,8,5.15,8.7,17.3
1985,6,9,6.54,8.68,18.68
1985,6,10,5.26,8.86,19.62
1985,6,11,5.15,9.15,19.64
1985,6,12,4.56,9.08,18.8
1985,6,13,4.48,9.25,16.94
1985,6,14,3.91,9.02,15.06
1985,6,15,8.25,8.14,14.6
1985,6,16,4.94,9.2,18.45
1985,6,17,5.89,9.59,20.79
1985,6,18,5.34,8.66,19.69
1985,6,19,5.55,7.93,18.1
1985,6,20,7.68,8.27,20.21
1985,6,21,3.7,8.82,20.94
1985,6,22,3.29,8.85,20.29
1985,6,23,1.5,8.49,20.54
1985,6,24,1.41,8.45,19.85
1985,6,25,3.55,9.32,21.3
1985,6,26,5.21,9.25,22.61
1985,6,27,5.22,8.55,18.92
1985,6,28,7.55,9.13,19.92
1985,6,29,5.83,9.72,20.51
1985,6,30,5.32,9.54,21.64
1985,7,1,5.34,9.37,21.84
1985,7,2,7.02,9.73,22.73
1985,7,3,1.41,9.45,20.17
1985,7,4,4.24,9.49,20.64
1985,7,5,4.27,9.58,22.95
1985,7,6,1.85,9.71,21.96
1985,7,7,4.28,9.98,23.16
1985,7,8,5.82,10.29,24.97
1985,7,9,4.06,10.04,24.87
1985,7,10,2.24,10.15,25.13
1985,7,11,5.67,10.18,24.76
1985,7,12,2.03,10.08,25.24
1985,7,13,3.99,10.15,23.48
1985,7,14,7.64,9.33,22.37
1985,7,15,7.55,9.44,24.3
1985,7,16,5.04,9.99,23.71
1985,7,17,3.41,10.26,24.43
1985,7,18,7.49,9.78,23.56
1985,7,19,7.71,9.42,24.7
1985,7,20,7.7,9.14,24.93
1985,7,21,6.48,9.47,25.02
1985,7,22,7.37,9.96,25.93
1985,7,23,6.47,9.98,26.54
1985,7,24,7.05,9.81,25.91
1985,7,25,7.47,9.73,26.26
1985,7,26,6.56,9.65,24.68
1985,7,27,6.93,9.69,25.75
1985,7,28,6.91,9.92,27.13
1985,7,29,7.57,9.71,27.89
1985,7,30,7.22,9.69,27.37
1985,7,31,6.96,9.63,27.29
1985,8,1,6.32,9.76,25.92
1985,8,2,2.81,10.06,25.05
1985,8,3,4.81,10.32,25.89
1985,8,4,6.15,9.85,25.37
1985,8,5,6.36,10.03,25.77
1985,8,6,6.75,9.82,27.14
1985,8,7,7.01,9.72,27.73
1985,8,8,5.96,9.99,26.67
1985,8,9,4.03,10.44,26.02
1985,8,10,1.21,9.99,24.11
1985,8,11,6.18,9.84,25.04
1985,8,12,2.58,10,24.57
1985,8,13,3.61,10.23,25.28
1985,8,14,2.89,10.33,24.7
1985,8,15,2.69,10.37,24.45
1985,8,16,1.22,10.05,23.83
1985,8,17,1.32,10,23.08
1985,8,18,4.86,10.1,24.99
1985,8,19,6.56,9.62,25.42
1985,8,20,6.28,9.68,26.02
1985,8,21,6.5,9.85,25.25
1985,8,22,5.92,9.74,25.1
1985,8,23,5.91,9.88,25.54
1985,8,24,6.68,9.68,25.62
1985,8,25,6.68,9.45,25.1
1985,8,26,5.61,10.16,24.99
1985,8,27,6.25,9.98,24.48
1985,8,28,4.89,9.76,24.96
1985,8,29,4.72,9.83,23.75
1985,8,30,4.95,9.84,24.05
1985,8,31,3.32,10.35,23.93
1985,9,1,1.9,10.38,22.84
1985,9,2,2.8,10.29,23.06
1985,9,3,5.05,10.27,24.72
1985,9,4,6.48,9.86,25.12
1985,9,5,6.43,9.72,24.63
1985,9,6,4.73,10.15,23.4
1985,9,7,5.42,9.92,23.67
1985,9,8,6.15,9.63,22.34
1985,9,9,6.35,9.57,22.06
1985,9,10,2.95,9.91,23.55
1985,9,11,2.81,10.28,23.83
1985,9,12,6.23,9.98,20.9
1985,9,13,4.97,9.74,19.09
1985,9,14,3.15,10.01,19.34
1985,9,15,1.9,9.8,18.23
1985,9,16,1.75,9.73,18.2
1985,9,17,1.37,9.82,20.25
1985,9,18,1.71,9.94,20.87
1985,9,19,1.91,9.54,20.05
1985,9,20,4.14,9.55,20.21
1985,9,21,4.13,9.55,18.66
1985,9,22,2.93,9.68,15.86
1985,9,23,3.11,9.56,16.08
1985,9,24,1.66,9.01,16.64
1985,9,25,5.34,8.26,15.98
1985,9,26,3.94,8.79,14.79
1985,9,27,4.22,9.08,16.03
1985,9,28,1.69,9.08,15.51
1985,9,29,5.26,8.08,13.7
1985,9,30,5.63,8.1,12.32
1985,10,1,5.13,7.58,10.28
1985,10,2,5.67,7.16,10.29
1985,10,3,5.23,7.52,12.6
1985,10,4,1.8,8.11,12.99
1985,10,5,1.28,8.03,14.34
1985,10,6,2.3,8.78,14.31
1985,10,7,5.47,7.51,14.2
1985,10,8,5.23,7.52,16.51
1985,10,9,4.8,7.9,16.95
1985,10,10,0.99,8.83,18.63
1985,10,11,1.91,8.7,20.12
1985,10,12,2.23,8.79,20.64
1985,10,13,3.84,8.69,17.15
1985,10,14,3.75,7.93,11.98
1985,10,15,4.21,8.06,14.99
1985,10,16,1.77,8.72,14.33
1985,10,17,4.26,7.97,11.08
1985,10,18,3.03,7.55,8.27
1985,10,19,3.79,7.34,7.32
1985,10,20,3.72,7.01,8.1
1985,10,21,4.58,7.02,7.62
1985,10,22,4.2,6.61,9.59
1985,10,23,4.28,7.05,10.97
1985,10,24,4.16,7.26,11.29
1985,10,25,2.63,7.97,9.74
1985,10,26,4.07,7.14,11.21
1985,10,27,3.83,7.22,11.5
1985,10,28,3.23,8.28,13.58
1985,10,29,1.51,8.65,13.48
1985,10,30,3.98,7.42,13.79
1985,10,31,2.87,8.18,12.92
1985,11,1,3.6,6.75,7.61
1985,11,2,4,6.7,6.17
1985,11,3,4.06,6.42,8.03
1985,11,4,3.8,6.92,8.19
1985,11,5,3.11,7.55,9.42
1985,11,6,1.64,8.36,12.76
1985,11,7,2.06,8.49,12.28
1985,11,8,2.85,7.04,9.52
1985,11,9,2.23,8,7.76
1985,11,10,2.08,8.04,3.14
1985,11,11,2.3,7.92,3.08
1985,11,12,2.29,7.89,0.25
1985,11,13,2.66,7.45,0.26
1985,11,14,2.5,7.7,1.47
1985,11,15,3.33,6.16,0.44
1985,11,16,2.28,7.15,2.69
1985,11,17,2.03,7.87,2.39
1985,11,18,2.43,7.87,-0.68
1985,11,19,2.44,7.23,1.28
1985,11,20,3.4,6.61,5.32
1985,11,21,2.57,6.67,4.11
1985,11,22,1.37,7.96,10.03
1985,11,23,2.34,6.96,6.92
1985,11,24,2.94,6.56,0.67
1985,11,25,3.38,6.84,-0.97
1985,11,26,2.45,7.39,3.46
1985,11,27,2.62,6.8,4.64
1985,11,28,2.37,7.25,4
1985,11,29,3.3,6.48,-3.2
1985,11,30,2.46,7.14,-0.7
1985,12,1,2.38,7.21,-0.24
1985,12,2,2.92,6.46,-2.18
1985,12,3,3.1,5.86,-0.98
1985,12,4,2.2,6.57,1.42
1985,12,5,3.09,5.47,0.93
1985,12,6,1.33,5.75,-2.02
1985,12,7,3.05,5.63,-1.51
1985,12,8,2.58,6.09,-4.93
1985,12,9,2.85,5.8,-9.8
1985,12,10,2.72,5.74,-9.92
1985,12,11,2.95,5.56,-7.68
1985,12,12,2.93,5.42,-7.43
1985,12,13,2.17,5.95,-3.88
1985,12,14,2.19,6.34,-5.84
1985,12,15,3,5.74,-11.74
1985,12,16,2.75,5.89,-12.09
1985,12,17,2.66,5.9,-11.54
1985,12,18,2.73,5.79,-8.64
1985,12,19,2.52,5.94,-6.5
1985,12,20,2.97,5.53,-8.13
1985,12,21,1.6,6.66,-2.87
1985,12,22,1.79,6.48,-0.56
1985,12,23,2.08,6.48,-4.71
1985,12,24,2.73,5.59,-7.53
1985,12,25,2.13,5.86,-3.22
1985,12,26,2.95,5.52,-4.52
1985,12,27,2.66,5.84,-2.44
1985,12,28,3.02,5.49,1.29
1985,12,29,1.54,6.55,2.74
