year,month,day,radiation_short,radiation_long,temp
2005,5,1,4.23,9.39,20.81
2005,5,2,7.03,8.08,17.01
2005,5,3,7.95,7.11,17.15
2005,5,4,7.51,7.5,18
2005,5,5,2.67,8.74,17.01
2005,5,6,1.55,8.99,16.45
2005,5,7,3.39,8.75,13.16
2005,5,8,4.63,8.11,12.59
2005,5,9,7.59,6.94,12.04
2005,5,10,7.92,6.7,12.19
2005,5,11,6.43,7.68,14.46
2005,5,12,6.28,8.07,14.61
2005,5,13,5.22,8.16,13.22
2005,5,14,6.49,7.95,16.23
2005,5,15,7.1,7.8,15.51
2005,5,16,7.31,7.69,15.61
2005,5,17,5.28,8.65,17.46
2005,5,18,4.66,8.52,17.59
2005,5,19,7.96,7.39,16.64
2005,5,20,7.46,7.41,16.36
2005,5,21,4.3,8.14,17.1
2005,5,22,5.57,8.75,18.1
2005,5,23,7.43,7.55,15.98
2005,5,24,6.95,7.88,14.59
2005,5,25,7.73,8.02,17.29
2005,5,26,6.42,7.99,19.95
2005,5,27,7.21,8.19,20.16
2005,5,28,5.37,8.44,18.44
2005,5,29,8.06,7.51,17.22
2005,5,30,6.65,8.29,19
2005,5,31,6.81,8.14,20.43
2005,6,1,4.17,8.67,19.97
2005,6,2,4.28,9.3,20.78
2005,6,3,6.77,8.79,20.35
2005,6,4,4.99,8.81,16.89
2005,6,5,8.24,7.95,17.28
2005,6,6,7.04,8.27,20.02
2005,6,7,5.1,8.8,21.42
2005,6,8,6.41,8.97,23.36
2005,6,9,6.11,9.06,23.46
2005,6,10,1.16,9.3,18.92
2005,6,11,6.86,9.13,21.58
2005,6,12,7.4,8.64,21.09
2005,6,13,7.04,8.76,22.19
2005,6,14,6.8,8.51,20.48
2005,6,15,5.19,9.21,20.3
2005,6,16,5.47,9.66,20.42
2005,6,17,5.61,9.17,20.97
2005,6,18,5.24,9.4,22.89
2005,6,19,3.34,9.4,24.02
2005,6,20,5.98,9.11,24.45
2005,6,21,6.47,9.28,25.41
2005,6,22,6.1,9.4,25.72
2005,6,23,6.98,9.19,25.51
2005,6,24,7.34,9.33,27.16
2005,6,25,6.8,9.34,26.84
2005,6,26,2.22,9.87,24.59
2005,6,27,2.86,10.26,26.51
2005,6,28,1.28,10.21,24.98
2005,6,29,3.07,10.33,26.18
2005,6,30,4.08,10.15,26.66
2005,7,1,0.86,10.05,24.74
2005,7,2,2.11,10.16,25.31
2005,7,3,1.33,10.06,23.62
2005,7,4,3.14,9.94,23.82
2005,7,5,2.15,9.7,22.55
2005,7,6,6.68,9.41,23.35
2005,7,7,2.5,10,21.63
2005,7,8,2.41,9.83,21.88
2005,7,9,1.34,9.98,23.4
2005,7,10,2.77,9.8,22.84
2005,7,11,0.79,10.01,20.74
2005,7,12,3.59,9.95,21.99
2005,7,13,4.9,9.78,23.33
2005,7,14,5.62,9.59,23.91
2005,7,15,4.54,10.1,24.32
2005,7,16,3.57,9.97,25.87
2005,7,17,4.86,9.85,24.64
2005,7,18,6.09,9.85,25.29
2005,7,19,6.7,9.69,25.79
2005,7,20,6.67,9.84,26.49
2005,7,21,6.88,9.73,26.3
2005,7,22,6.18,10.1,26.57
2005,7,23,5.19,10.12,25.24
2005,7,24,5.1,9.99,24.89
2005,7,25,6.4,9.73,24.11
2005,7,26,6.06,10.06,24.61
2005,7,27,5.08,10.29,25.73
2005,7,28,2.33,10.13,24.93
2005,7,29,3.02,10.26,25.52
2005,7,30,6.3,9.78,24.85
2005,7,31,6.14,9.88,25.56
2005,8,1,3.06,10.25,25.84
2005,8,2,2.07,10.37,25.7
2005,8,3,3.67,10.19,25.59
2005,8,4,6.03,9.95,26.85
2005,8,5,7.09,9.61,26.19
2005,8,6,6.02,9.89,25.81
2005,8,7,4.7,9.97,25.83
2005,8,8,1.74,10.28,25.1
2005,8,9,3.89,10.37,26.63
2005,8,10,2.99,10.22,24.99
2005,8,11,3,10.19,25.35
2005,8,12,5.82,10.19,26.16
2005,8,13,6.01,9.85,26.12
2005,8,14,5.29,9.85,25.83
2005,8,15,3.46,10.23,25.74
2005,8,16,6.3,9.95,26.76
2005,8,17,4.03,10.36,25.54
2005,8,18,4.93,10.15,24.68
2005,8,19,3.76,10.01,24.7
2005,8,20,1.46,9.82,22.17
2005,8,21,4.39,9.9,22.6
2005,8,22,1.88,9.81,20.75
2005,8,23,5.81,9.06,19.62
2005,8,24,2.81,9.39,19.82
2005,8,25,2.6,10.1,24.6
2005,8,26,6.33,8.78,20.44
2005,8,27,5.7,8.84,21.68
2005,8,28,6.3,8.64,21.1
2005,8,29,5.72,8.92,21.9
2005,8,30,2.52,9.36,21.08
2005,8,31,4.42,9.66,23.27
2005,9,1,5.26,9.79,24.44
2005,9,2,5.37,9.66,24.86
2005,9,3,3.09,9.9,23.39
2005,9,4,1.74,9.66,20.17
2005,9,5,2.54,9.4,19.29
2005,9,6,0.9,9.52,19.36
2005,9,7,5.55,9.46,21.37
2005,9,8,4.96,9.42,20.31
2005,9,9,2.25,9.74,20.31
2005,9,10,3.65,9.91,22.89
2005,9,11,3.11,9.77,22.93
2005,9,12,5.31,9.73,24.4
2005,9,13,2.56,10.03,24.53
2005,9,14,3.11,9.72,20.57
2005,9,15,4.93,8.86,17.92
2005,9,16,4.84,8.77,19.02
2005,9,17,3.92,9.59,22.59
2005,9,18,2.82,10,23.34
2005,9,19,4.58,9.32,21.26
2005,9,20,3.07,9.78,19.15
2005,9,21,1.2,9.58,18.69
2005,9,22,1.64,9.78,20.72
2005,9,23,2.04,9.36,18.19
2005,9,24,3.43,8.89,17.68
2005,9,25,5.13,8.04,15.82
2005,9,26,4.99,8.3,16.37
2005,9,27,2.75,8.62,15.9
2005,9,28,3.99,8.17,16.94
2005,9,29,4.56,8.34,16.31
2005,9,30,1.85,9.53,19
2005,10,1,1.91,10.04,23.29
2005,10,2,2.46,9.43,18.93
2005,10,3,3.83,8.69,17.2
2005,10,4,1.61,8.61,14.1
2005,10,5,2.09,8.13,13.07
2005,10,6,4.8,7.69,14.54
2005,10,7,1.1,9.16,15.55
2005,10,8,4.15,8.06,14.99
2005,10,9,3.54,8.12,14.05
2005,10,10,3.9,7.75,14.01
2005,10,11,3.66,7.93,13.76
2005,10,12,4.47,8,14.29
2005,10,13,4.3,8.41,16.23
2005,10,14,2.2,8.59,13.29
2005,10,15,4.4,7.57,10.5
2005,10,16,4.94,6.9,10.79
2005,10,17,4.55,7.27,11.19
2005,10,18,4.18,7.67,13.17
2005,10,19,2.79,8.11,13.06
2005,10,20,4.24,7.54,12.41
2005,10,21,1.43,8.06,11.49
2005,10,22,4.18,7.2,6.27
2005,10,23,4.39,6.56,5.96
2005,10,24,4.23,6.65,8.35
2005,10,25,2.75,7.39,9.84
2005,10,26,2.58,8,12.61
2005,10,27,3.93,7.61,13.39
2005,10,28,1.64,8.06,11.32
2005,10,29,3.97,6.87,7.81
2005,10,30,3.16,7.03,6.2
2005,10,31,3.82,6.35,6.86
2005,11,1,4.1,6.64,8.23
2005,11,2,3.51,7.07,9.89
2005,11,3,3.35,7.96,12.48
2005,11,4,3.69,7.66,14.17
2005,11,5,2.2,8.67,14.91
2005,11,6,2.16,8.43,15.48
2005,11,7,3.82,7.35,7.66
2005,11,8,3.91,6.59,6.34
2005,11,9,3.48,6.63,6.81
2005,11,10,3.48,7.1,9.75
2005,11,11,0.75,8.24,9.96
2005,11,12,3.8,6.88,6.15
2005,11,13,2.84,7.04,8.65
2005,11,14,2.26,7.09,5.85
2005,11,15,3.56,5.87,0.87
2005,11,16,3.45,5.53,0.68
2005,11,17,3.44,5.46,0.15
2005,11,18,3.16,5.67,-0.32
2005,11,19,3.06,5.93,-0.37
2005,11,20,3.54,5.37,-0.52
2005,11,21,2.89,5.87,1.62
2005,11,22,3.56,5.59,0.36
2005,11,23,2.53,6.47,2.77
2005,11,24,3.12,6.28,4.21
2005,11,25,3.14,6.05,4.08
2005,11,26,2.97,6.29,4.68
2005,11,27,2.7,6.56,4.88
2005,11,28,2.33,6.9,5.47
2005,11,29,3.53,5.61,1.37
2005,11,30,3.3,5.71,1.52
2005,12,1,2.59,6.5,3.9
2005,12,2,2.87,5.88,0.75
2005,12,3,2.4,6.03,-1.78
2005,12,4,2.62,5.75,-2.99
2005,12,5,3.25,5,-6.34
2005,12,6,3.09,5.24,-4.74
2005,12,7,3,5.34,-4.27
2005,12,8,2.64,5.43,-4.55
2005,12,9,3.02,5.28,-4.42
2005,12,10,1.76,6.07,-3.08
2005,12,11,2.82,5.3,-6.71
2005,12,12,3.03,4.9,-7.93
2005,12,13,3.14,4.79,-9.36
2005,12,14,3.2,4.88,-8.01
2005,12,15,2.75,5.31,-6.62
2005,12,16,2.6,5.88,-4.86
2005,12,17,2.99,4.99,-9.45
2005,12,18,3.04,4.93,-10.73
2005,12,19,3.12,4.97,-7.5
2005,12,20,2.86,5.29,-6.42
2005,12,21,1.65,5.82,-6.64
2005,12,22,3.1,4.94,-9.24
2005,12,23,2.23,5.87,-4.03
2005,12,24,3.2,4.88,-7.64
2005,12,25,2.8,5.85,-4.28
2005,12,26,3.21,4.7,-8.75
2005,12,27,3.22,5.07,-9.71
2005,12,28,2.91,5.46,-8.51
2005,12,29,2.3,5.52,-6.74
2005,12,30,2.34,5.87,-3.27
2005,12,31,1.63,6.59,-0.69
2006,1,1,2.11,6.12,-0.1
2006,1,2,3.07,5.62,-0.88
2006,1,3,3.19,5.35,-4.33
2006,1,4,0.84,6.04,-5.23
2006,1,5,2.82,5.28,-7.21
2006,1,6,1.51,5.46,-9.34
2006,1,7,3.27,4.49,-9.95
2006,1,8,3.21,5,-7.57
2006,1,9,3.12,5.25,-3.94
2006,1,10,2.76,5.37,-2.53
2006,1,11,2.7,5.41,-4.23
2006,1,12,2.17,6.29,-1.07
2006,1,13,0.63,7.83,5.13
2006,1,14,0.9,7.43,1.95
2006,1,15,1.49,6.75,0.9
2006,1,16,0.84,6.85,-0.04
2006,1,17,2.56,6.14,-0.78
2006,1,18,2.41,6.55,0.67
2006,1,19,1.65,6.68,0.92
2006,1,20,2.22,6.63,0.69
2006,1,21,2.79,5.63,-0.57
2006,1,22,3.58,4.96,-3.32
2006,1,23,3.76,4.63,-6.36
2006,1,24,3.59,4.83,-6.18
2006,1,25,3.26,5.4,-3.5
2006,1,26,3.08,5.35,-2.28
2006,1,27,3.25,5.25,-2.17
2006,1,28,3.43,5.57,-1.25
2006,1,29,3.38,6.4,2.87
2006,1,30,1.37,7.33,3.85
2006,1,31,0.67,7.47,2.36
2006,2,1,2.51,6.49,0.59
2006,2,2,3.11,5.78,-2.54
2006,2,3,4.12,4.6,-9.63
2006,2,4,4.28,4.35,-11.24
2006,2,5,3.72,5.34,-8.12
2006,2,6,1.81,6.68,-2.98
2006,2,7,2.5,6.62,-1.2
2006,2,8,3.86,4.97,-7.25
2006,2,9,4.4,4.69,-8.51
2006,2,10,3.27,5.59,-4.13
2006,2,11,2.9,5.98,-1.55
2006,2,12,4.54,4.87,-4.3
2006,2,13,4.65,5.94,-0.03
2006,2,14,1.91,7.51,6.31
2006,2,15,0.76,7.23,2.25
2006,2,16,1.92,7.05,2.36
2006,2,17,4.46,5.03,-4.9
2006,2,18,3.62,5.43,-3.47
2006,2,19,3.57,5.96,-0.55
2006,2,20,4.41,5.92,2.96
2006,2,21,4.62,6.05,5.16
2006,2,22,1.65,6.62,1.12
2006,2,23,4.68,5.45,0.02
2006,2,24,4.82,5.81,1.42
2006,2,25,2.82,6.58,3.09
2006,2,26,4.59,6.13,2.46
2006,2,27,4.23,5.76,-1.31
2006,2,28,1.39,6.82,0.7
2006,3,1,2.98,6.19,-0.64
2006,3,2,3.87,5.81,-2.13
2006,3,3,5.28,5.04,-1.8
2006,3,4,4.73,5.65,0.86
2006,3,5,2.82,7.47,6.38
2006,3,6,3.36,7.23,5.43
2006,3,7,4.32,6.82,5.36
2006,3,8,4.9,6.23,4.59
2006,3,9,2.41,6.98,4.4
2006,3,10,4.94,6.48,7.96
2006,3,11,3.63,7.02,5.98
2006,3,12,3.65,6.06,-3
2006,3,13,4.76,5.5,-3.4
2006,3,14,5.99,5.35,-1.3
2006,3,15,5.74,6.15,2.61
2006,3,16,1.48,7.32,1.58
2006,3,17,5.71,6.32,6.34
2006,3,18,1.4,7.5,6.23
2006,3,19,6.06,5.34,1.19
2006,3,20,5.3,5.88,2.95
2006,3,21,5.55,6.75,7.31
2006,3,22,4.95,6.75,7.6
2006,3,23,5.2,6.08,4.86
2006,3,24,5.31,5.82,2.35
2006,3,25,5.45,6.33,7.54
2006,3,26,5.88,6.25,6.69
2006,3,27,5.38,6.31,7.08
2006,3,28,4.25,6.25,1.57
2006,3,29,6.04,5.69,1.4
2006,3,30,6.49,5.65,2.46
2006,3,31,6.09,6.05,5.22
2006,4,1,1.65,7.73,8.45
2006,4,2,5.16,7.15,7.56
2006,4,3,6.27,6.67,9.47
2006,4,4,1.12,7.98,8.73
2006,4,5,5.25,7.46,9.07
2006,4,6,3.48,7.47,6.36
2006,4,7,5.96,7.16,10.17
2006,4,8,6.61,6.54,8.69
2006,4,9,4.13,7.67,10.59
2006,4,10,0.83,8.66,12.23
2006,4,11,1.09,8.57,10.67
2006,4,12,5.6,8.03,12.09
2006,4,13,1.46,8.09,6.69
2006,4,14,6.76,6.43,5.82
2006,4,15,3.32,7.1,6.5
2006,4,16,7.49,5.75,4.66
2006,4,17,4.83,6.86,7.43
2006,4,18,4.78,7.42,11.57
2006,4,19,1.19,8.09,11.9
2006,4,20,6.11,6.74,5.92
2006,4,21,7.39,6.41,8.6
2006,4,22,2.29,7.66,9.91
2006,4,23,6.32,7.03,10.01
2006,4,24,7.33,6.35,7.7
2006,4,25,7.56,6.36,8.86
2006,4,26,1.97,8.12,11.13
2006,4,27,5.02,7.45,10.43
2006,4,28,7.22,6.78,11.59
2006,4,29,2.07,7.84,11.54
2006,4,30,6.16,7.89,16.32
2006,5,1,5.57,8.52,17.46
2006,5,2,6.3,7.85,11.78
2006,5,3,7.93,6.81,11.65
2006,5,4,6.89,7.5,16.17
2006,5,5,3.76,8.64,17.18
2006,5,6,0.72,9.08,16.1
2006,5,7,3.13,9.02,15.53
2006,5,8,4.22,8.29,13.56
2006,5,9,4.14,8.62,13.37
2006,5,10,2.24,8.97,15.13
2006,5,11,5.59,8.11,13.38
2006,5,12,3.38,8.09,11.34
2006,5,13,6.31,7.74,13.08
2006,5,14,7.31,7.04,13.2
2006,5,15,4.96,7.75,15.17
2006,5,16,5.44,8.17,16.49
2006,5,17,3.52,8.33,16.56
2006,5,18,2.79,8.5,16.28
2006,5,19,1.6,8.85,14.18
2006,5,20,6.97,8.11,17.18
2006,5,21,6.41,8.37,19.42
2006,5,22,3.52,8.78,18.73
2006,5,23,7.05,8.17,17.51
2006,5,24,6.82,7.77,15.68
2006,5,25,5.6,7.9,14.42
2006,5,26,2.21,8.96,16.07
2006,5,27,1.07,9.19,16.94
2006,5,28,4.02,8.87,16.08
2006,5,29,6.07,8.42,16.12
2006,5,30,7.42,8.14,19.23
2006,5,31,7.34,7.9,19.88
2006,6,1,5.24,8.58,19.4
2006,6,2,5,8.6,17.21
2006,6,3,7.43,8.06,16.02
2006,6,4,4,8.35,16.73
2006,6,5,6.43,8.51,19.33
2006,6,6,6.42,8.75,21.39
2006,6,7,4.85,9.12,18.64
2006,6,8,1.06,9.01,17.93
2006,6,9,7.58,8.2,19.03
2006,6,10,7.06,8.38,18.73
2006,6,11,6.16,8.63,19.5
2006,6,12,7.48,7.97,19.3
2006,6,13,7.11,8.14,19.53
2006,6,14,2.17,9.04,18.47
2006,6,15,6.44,8.71,19.42
2006,6,16,5.59,8.34,19.46
2006,6,17,7.19,8.34,21.5
2006,6,18,6.45,8.69,20.74
2006,6,19,6.77,8.64,21.89
2006,6,20,6.74,8.84,23.2
2006,6,21,5.19,9.5,22.15
2006,6,22,1.55,9.65,22.29
2006,6,23,3.4,9.47,20.48
2006,6,24,4.89,9.26,18.62
2006,6,25,1.37,9.51,18.19
2006,6,26,3.61,9.72,21.25
2006,6,27,5.07,9.37,22.09
2006,6,28,6.06,9.49,24.04
2006,6,29,5.14,9.82,23.98
2006,6,30,2.63,10.04,24.69
2006,7,1,2.28,9.85,22.68
2006,7,2,4.38,10,22.56
2006,7,3,2.55,10.02,21.37
2006,7,4,1.75,9.87,19.88
2006,7,5,2.72,9.73,19.08
2006,7,6,2.49,9.52,19.05
2006,7,7,4.09,9.63,21.31
2006,7,8,2.21,9.64,21.05
2006,7,9,1.86,9.99,23.07
2006,7,10,0.84,9.9,22.42
2006,7,11,3.02,9.91,23.43
2006,7,12,3.24,10.31,25.69
2006,7,13,4.94,10.21,26.67
2006,7,14,6.05,9.99,26.64
2006,7,15,4.17,10.18,25.53
2006,7,16,3.03,10.23,25.11
2006,7,17,1.35,10.12,23.11
2006,7,18,1.03,10.17,21.1
2006,7,19,1.23,9.74,19.6
2006,7,20,1.14,9.77,19.3
2006,7,21,3.07,9.95,21.77
2006,7,22,5.01,9.64,22.27
2006,7,23,2.26,9.26,19.53
2006,7,24,1.86,9.57,21.37
2006,7,25,5.42,9.78,22.82
2006,7,26,1.79,10.16,23.09
2006,7,27,5,10.01,24.37
2006,7,28,6.25,9.89,25.26
2006,7,29,5.92,9.96,25.2
2006,7,30,6.87,9.81,25.87
2006,7,31,7.61,9.4,25.84
2006,8,1,7.31,9.55,26.17
2006,8,2,6.94,9.62,26.69
2006,8,3,6.83,9.66,27.2
2006,8,4,6.83,9.71,27.4
2006,8,5,6.93,9.66,27.18
2006,8,6,6.69,9.74,26.4
2006,8,7,6.48,9.86,26.87
2006,8,8,6.77,9.77,27.23
2006,8,9,7.02,9.46,27.01
2006,8,10,6.29,9.76,27.4
2006,8,11,5.21,10.04,25.92
2006,8,12,5.77,10,26.13
2006,8,13,5.69,10.09,26.83
2006,8,14,5.72,10.17,27.44
2006,8,15,5.81,10.26,27.48
2006,8,16,6.08,9.98,25.57
2006,8,17,6.35,9.66,23.95
2006,8,18,2.21,10.09,22.95
2006,8,19,1.84,9.82,22
2006,8,20,3.88,10.03,23.78
2006,8,21,4.4,10.23,25.61
2006,8,22,3.57,10.21,24.89
2006,8,23,4.55,10.17,24.35
2006,8,24,4.6,10.12,26.06
2006,8,25,4.23,10.05,23.81
2006,8,26,5.29,9.9,24.2
2006,8,27,1.61,10.04,24.59
2006,8,28,5.37,9.69,24.42
2006,8,29,4.99,9.52,23.91
2006,8,30,1.66,9.9,22.09
2006,8,31,5.23,9.42,21.22
2006,9,1,5.25,9.12,20.71
2006,9,2,5.59,9.06,21.01
2006,9,3,5.71,8.82,20.7
2006,9,4,5.35,9.03,21.39
2006,9,5,1.69,9.31,18.44
2006,9,6,2.98,8.95,16.77
2006,9,7,6.34,8.08,17.08
2006,9,8,2.11,9.68,19.45
2006,9,9,2.65,9.6,19.93
2006,9,10,5.12,7.74,13.3
2006,9,11,2.33,8.38,13.7
2006,9,12,2.18,8.94,16.86
2006,9,13,2.56,9.2,17.94
2006,9,14,4.68,8.61,17.45
2006,9,15,2.36,9.04,17.48
2006,9,16,1.79,9.3,17.69
2006,9,17,0.97,9.04,17.16
2006,9,18,2.35,9.23,17.13
2006,9,19,6,8.14,17.63
2006,9,20,4.66,8.08,17.65
2006,9,21,4.44,8.53,18.15
2006,9,22,5.73,7.73,16.39
2006,9,23,5.53,7.51,15.06
2006,9,24,5.13,7.58,14.44
2006,9,25,5.71,7.57,15.37
2006,9,26,3.88,8.49,16.89
2006,9,27,5.28,7.87,17.08
2006,9,28,3.09,8.48,18.16
2006,9,29,3.64,8.47,17.84
2006,9,30,4.39,8.48,16.8
2006,10,1,3.45,8.83,16.28
2006,10,2,4.9,8.04,16.25
2006,10,3,5.56,7.53,16.41
2006,10,4,4.76,7.9,16.01
2006,10,5,4.15,7.99,15.71
2006,10,6,5.14,7.7,16.08
2006,10,7,5.24,7.43,15.34
2006,10,8,4.03,7.97,16.3
2006,10,9,3.62,8.37,17.98
2006,10,10,3.27,8.62,18.03
2006,10,11,3.49,8.46,16.98
2006,10,12,4.19,7.54,15.01
2006,10,13,4.19,7.41,13.67
2006,10,14,4.69,7.56,16.38
2006,10,15,4.46,7.58,16.23
2006,10,16,4.14,7.93,17.33
2006,10,17,2.54,8.35,15.54
2006,10,18,4.03,7.95,17.66
2006,10,19,3.1,8.46,16.4
2006,10,20,4.03,7.99,16.89
2006,10,21,3.44,8.4,16.2
2006,10,22,0.72,8.72,15.82
2006,10,23,2.86,8.11,13.09
2006,10,24,4.02,7.31,11.69
2006,10,25,4.1,7.62,12.37
2006,10,26,2.09,8.45,12.63
2006,10,27,3.84,7.53,12.49
2006,10,28,4.19,6.78,11.09
2006,10,29,3.83,7.25,12.59
2006,10,30,3.79,7.16,13.17
2006,10,31,3.89,6.82,11.05
2006,11,1,2.74,7.55,12.02
2006,11,2,3.34,7.04,11.44
2006,11,3,3.88,6.89,10.97
2006,11,4,2.54,7.66,12.41
2006,11,5,2.09,7.82,12.44
2006,11,6,2.19,6.86,6.25
2006,11,7,4.07,6.08,1.8
2006,11,8,3.99,6.68,7.64
2006,11,9,2.78,7.93,13.76
2006,11,10,2.44,7.51,8.65
2006,11,11,3.21,6.57,6.53
2006,11,12,3.97,5.6,2.27
2006,11,13,1.86,7.2,5.19
2006,11,14,3.31,6.33,4.43
2006,11,15,2.99,6.41,3.88
2006,11,16,2.55,6.28,-0.57
2006,11,17,3.54,5.86,1.89
2006,11,18,1.16,6.99,3.65
2006,11,19,2.36,7.47,6.78
2006,11,20,3.35,6.57,6.6
2006,11,21,2.99,6.32,5.76
2006,11,22,1.56,6.98,6.74
2006,11,23,0.78,7.46,5.95
2006,11,24,1.15,7.54,5.91
2006,11,25,2.54,7.03,7.79
2006,11,26,0.72,8,9.64
2006,11,27,0.57,7.91,7.99
2006,11,28,1.71,7.12,5.26
2006,11,29,2.71,6.12,0.6
2006,11,30,2.93,5.93,0.35
2006,12,1,1.65,6.39,1.76
2006,12,2,2.84,5.77,-2.19
2006,12,3,3.37,4.91,-4.87
2006,12,4,3.33,5.14,-3.41
2006,12,5,2.36,6.13,-0.59
2006,12,6,2.71,6.15,1.72
2006,12,7,0.61,7.56,3.3
2006,12,8,0.44,7.71,3.59
2006,12,9,1.27,7.04,1.66
2006,12,10,3.07,5.31,-1.94
2006,12,11,2.91,5.91,1.21
2006,12,12,2.96,6,1.48
2006,12,13,1.35,7,2.48
2006,12,14,1.22,6.48,-0.17
2006,12,15,2.72,5.81,1.76
2006,12,16,1.3,6.42,0.2
2006,12,17,2.08,5.97,-2.05
2006,12,18,2.88,5.38,-2.9
2006,12,19,2.43,5.47,-0.85
2006,12,20,2.65,5.84,1.19
2006,12,21,2.89,5.72,0.7
2006,12,22,2.64,5.53,0
2006,12,23,3.03,5.48,-0.22
2006,12,24,2.15,6.05,1.59
2006,12,25,2.75,6.53,5.12
2006,12,26,2.83,6.4,6.28
2006,12,27,2.09,5.98,1.48
2006,12,28,3.12,4.8,-6.94
2006,12,29,3.2,4.48,-9.71
2006,12,30,2.89,5.22,-5.71
2006,12,31,3.01,5.64,0.83
2007,1,1,1.95,6.78,2.21
2007,1,2,2.42,6.44,1.9
2007,1,3,1.44,6.98,2.31
2007,1,4,2.28,6.29,1.63
2007,1,5,2.08,6.41,2.8
2007,1,6,1.69,6.25,-1.64
2007,1,7,2.88,5.44,-3.2
2007,1,8,3.16,5.17,-4.22
2007,1,9,3.2,5.08,-4.96
2007,1,10,3.26,5.13,-3.21
2007,1,11,2.55,5.36,-3.67
2007,1,12,2.66,5.66,-3.12
2007,1,13,2.9,5.07,-6.85
2007,1,14,3.46,4.89,-5.65
2007,1,15,2.96,5.85,-2.49
2007,1,16,1.25,7.12,-0.16
2007,1,17,2.24,5.95,-0.31
2007,1,18,3.15,5.45,-1.36
2007,1,19,3.27,5.35,-2.19
2007,1,20,1.68,6.82,0.56
2007,1,21,2.57,6.28,1.9
2007,1,22,2.87,5.6,0.01
2007,1,23,2.16,6.27,0.41
2007,1,24,3.15,5.7,0.48
2007,1,25,3.03,5.47,-1.19
2007,1,26,1.9,6.24,-1.57
2007,1,27,2.3,6.2,-1.33
2007,1,28,2.66,5.71,-2.49
2007,1,29,3.65,5.32,-0.99
2007,1,30,2.18,5.77,-1.12
2007,1,31,3.92,5.19,-3.74
2007,2,1,3.69,4.84,-6.71
2007,2,2,4.06,4.68,-6.94
2007,2,3,3.99,5.3,-2.9
2007,2,4,3.83,5.34,0.52
2007,2,5,3.59,6.01,3.06
2007,2,6,3.3,6.21,3.73
2007,2,7,3.07,6.33,4.93
2007,2,8,0.6,8.03,6.03
2007,2,9,1.76,7.21,2.69
2007,2,10,2.82,6.11,0.96
2007,2,11,4.46,5.11,-1.11
2007,2,12,4.35,5.4,0.39
2007,2,13,2.35,7.01,4.51
2007,2,14,3.37,6.36,2.15
2007,2,15,4.81,5.03,-2.14
2007,2,16,3.47,5.88,0.58
2007,2,17,0.85,7.44,2.36
2007,2,18,3.89,6.72,3.69
2007,2,19,4.37,6.05,3.57
2007,2,20,4.41,6.01,4.39
2007,2,21,4.55,5.85,4.84
2007,2,22,2.56,6.51,5.11
2007,2,23,4.66,5.55,2.93
2007,2,24,3.85,6.28,1.04
2007,2,25,2.61,6.88,3.29
2007,2,26,4.89,6.02,4.65
2007,2,27,4.77,6.03,5.71
2007,2,28,5.37,5.8,2.31
2007,3,1,4.18,6.37,4.46
2007,3,2,1.37,8.13,8.37
2007,3,3,2.3,8.82,11.2
2007,3,4,1.01,8.56,12.49
2007,3,5,4.59,6.09,0.18
2007,3,6,5.82,4.62,-5.28
2007,3,7,5.25,5.15,-3.54
2007,3,8,5.56,5.66,-0.54
2007,3,9,5.21,5.73,1.94
2007,3,10,3.7,6.52,3.26
2007,3,11,5.62,5.3,-1.84
2007,3,12,5.83,5.59,0.75
2007,3,13,5,5.97,1.8
2007,3,14,3.55,6.43,3.44
2007,3,15,2.64,6.85,4.81
2007,3,16,2.76,7.29,4.69
2007,3,17,2.22,7.53,3.35
2007,3,18,4.48,6.63,4.51
2007,3,19,2.89,6.92,3
2007,3,20,4.64,6.83,3.92
2007,3,21,4.53,6.55,5.5
2007,3,22,5.31,6.26,6.7
2007,3,23,5.07,6.97,9.07
2007,3,24,1.29,8.19,12.37
2007,3,25,6.33,6.31,8.79
2007,3,26,5.32,6.69,8.63
2007,3,27,2.99,7.43,10.42
2007,3,28,4.93,6.97,9.28
2007,3,29,2.78,8.14,8.76
2007,3,30,5.28,7.48,8.86
2007,3,31,1.71,7.79,9.82
2007,4,1,1.58,7.54,7.49
2007,4,2,5.52,6.44,5.05
2007,4,3,6.53,5.58,2.92
2007,4,4,6.63,5.84,4.04
2007,4,5,6.64,6.29,6.76
2007,4,6,5.83,6.92,9.07
2007,4,7,6.48,6.4,7.34
2007,4,8,3.8,7.28,7.25
2007,4,9,6.83,6.14,7.65
2007,4,10,5.38,7.01,10.08
2007,4,11,5.25,7.31,10.5
2007,4,12,4.63,7.37,12.15
2007,4,13,4.41,7.46,11.8
2007,4,14,6.9,6.49,9.92
2007,4,15,4.78,7.45,9.53
2007,4,16,1.18,7.81,6.08
2007,4,17,4.73,7,7.21
2007,4,18,4.72,7.37,8.14
2007,4,19,6.36,6.87,10.59
2007,4,20,3.77,8.02,13.24
2007,4,21,3.29,8.59,17.12
2007,4,22,2.38,8.37,14.69
2007,4,23,6.98,7,10.64
2007,4,24,3.69,7.5,10.71
2007,4,25,7.06,6.87,11.65
2007,4,26,6.51,7.15,12.6
2007,4,27,4.6,7.73,13.28
2007,4,28,7.78,6.46,12.07
2007,4,29,7.18,7.06,14.16
2007,4,30,2.79,7.96,14.12
2007,5,1,1.67,8.91,15.19
2007,5,2,6.51,7.32,14.81
